ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Genre
0886776066,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, Book 3)",Tad Williams,1994,Daw Books,http://images.amazon.com/images/P/0886776066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886776066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886776066.01.LZZZZZZZ.jpg,Fiction
0375507507,Don't Let's Go to the Dogs Tonight: An African Childhood,ALEXANDRA FULLER,2001,Random House,http://images.amazon.com/images/P/0375507507.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375507507.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375507507.01.LZZZZZZZ.jpg,Biography & Autobiography
0385314337,The Giant's House: A Romance,Elizabeth McCracken,1996,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385314337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385314337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385314337.01.LZZZZZZZ.jpg,Fiction
0670451932,Cujo,Stephen King,1981,Viking Books,http://images.amazon.com/images/P/0670451932.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670451932.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670451932.01.LZZZZZZZ.jpg,Fiction
067972575X,The Tin Drum (Vintage International),Gunter Grass,1990,Vintage Books USA,http://images.amazon.com/images/P/067972575X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067972575X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067972575X.01.LZZZZZZZ.jpg,Fiction
0553801945,"The Game (King, Laurie R)",LAURIE R. KING,2004,Bantam,http://images.amazon.com/images/P/0553801945.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553801945.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553801945.01.LZZZZZZZ.jpg,Fiction
0140140352,Haroun and the Sea of Stories,Salman Rushdie,1991,Penguin Putnam~trade,http://images.amazon.com/images/P/0140140352.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140140352.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140140352.01.LZZZZZZZ.jpg,Fairy tales
1558532765,Wit and Wisdom from the Peanut Butter Gang,"H. Jackson, Jr. Brown",1994,Rutledge Hill Press,http://images.amazon.com/images/P/1558532765.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558532765.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558532765.01.LZZZZZZZ.jpg,Self-Help
0099769913,Songlines,Bruce Chatwin,0,Trafalgar Square,http://images.amazon.com/images/P/0099769913.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0099769913.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0099769913.01.LZZZZZZZ.jpg,Fiction
0380776839,It Had to Be You,Susan Elizabeth Phillips,2002,Avon,http://images.amazon.com/images/P/0380776839.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380776839.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380776839.01.LZZZZZZZ.jpg,Fiction
0486282147,The Hound of the Baskervilles (Dover Thrift Editions),Sir Arthur Conan Doyle,1994,Dover Publications,http://images.amazon.com/images/P/0486282147.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486282147.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486282147.01.LZZZZZZZ.jpg,Fiction
0671625837,The Long Dark Tea-Time of the Soul,Douglas Adams,1989,Simon & Schuster,http://images.amazon.com/images/P/0671625837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671625837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671625837.01.LZZZZZZZ.jpg,Fiction
0670887315,Disgrace,J. M. Coetzee,1999,Viking Books,http://images.amazon.com/images/P/0670887315.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670887315.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670887315.01.LZZZZZZZ.jpg,Fiction
1575667223,Blueberry Muffin Murder (Hannah Swensen Mysteries (Paperback)),Joanne Fluke,2003,Kensington Publishing Corporation,http://images.amazon.com/images/P/1575667223.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1575667223.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1575667223.01.LZZZZZZZ.jpg,Fiction
0671528165,PEOPLE OF THE LIE,M. Scott Peck,1985,Touchstone,http://images.amazon.com/images/P/0671528165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671528165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671528165.01.LZZZZZZZ.jpg,Good and evil
006440823X,Bloomability,Sharon Creech,1999,HarperTrophy,http://images.amazon.com/images/P/006440823X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006440823X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006440823X.01.LZZZZZZZ.jpg,Juvenile Fiction
0684829924,DREAM BOY: A Novel,Jim Grimsley,1997,Touchstone,http://images.amazon.com/images/P/0684829924.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684829924.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684829924.01.LZZZZZZZ.jpg,Fiction
0440314887,Coming of Age in Mississippi,Anne Moody,1997,Laurel Editions,http://images.amazon.com/images/P/0440314887.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440314887.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440314887.01.LZZZZZZZ.jpg,Biography & Autobiography
0340786051,One Hundred Ways for a Cat to Train Its Human,Celia Haddon,2002,Hodder & Stoughton,http://images.amazon.com/images/P/0340786051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0340786051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0340786051.01.LZZZZZZZ.jpg,Pets
1550225480,Ghost Rider: Travels on the Healing Road,Neil Peart,2002,ECW Press,http://images.amazon.com/images/P/1550225480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1550225480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1550225480.01.LZZZZZZZ.jpg,Biography & Autobiography
0440213460,The Silver Kiss (AFI Film Readers),Annette Curtis Klause,1992,Laure Leaf,http://images.amazon.com/images/P/0440213460.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213460.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213460.01.LZZZZZZZ.jpg,Juvenile Fiction
0156029987,Vernon God Little,DBC Pierre,2004,Harvest Books,http://images.amazon.com/images/P/0156029987.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156029987.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156029987.01.LZZZZZZZ.jpg,Fiction
067940712X,One True Thing,Anna Quindlen,1994,Random House Inc,http://images.amazon.com/images/P/067940712X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067940712X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067940712X.01.LZZZZZZZ.jpg,Fiction
0684717972,Farewell to Arms,Ernest Hemingway,1929,Charles Scribner's Sons,http://images.amazon.com/images/P/0684717972.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684717972.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684717972.01.LZZZZZZZ.jpg,American fiction
0061020664,Wyrd Sisters (Discworld Novels (Paperback)),Terry Pratchett,2001,HarperTorch,http://images.amazon.com/images/P/0061020664.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061020664.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061020664.01.LZZZZZZZ.jpg,Fiction
0836217632,The Curse of Madame C : A Far Side Collection,Gary Larson,1994,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836217632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836217632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836217632.01.LZZZZZZZ.jpg,Humor
0679753796,"Dance, Dance, Dance: A Novel",Haruki Murakami,1995,Vintage Books USA,http://images.amazon.com/images/P/0679753796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679753796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679753796.01.LZZZZZZZ.jpg,Fiction
0345311809,Shibumi,Trevanian,1990,Ballantine Books,http://images.amazon.com/images/P/0345311809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345311809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345311809.01.LZZZZZZZ.jpg,Fiction
0140373373,Pride and Prejudice (Puffin Classics),Jane Austen,1995,Puffin Books,http://images.amazon.com/images/P/0140373373.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140373373.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140373373.01.LZZZZZZZ.jpg,Juvenile Fiction
0380807343,Coraline,Neil Gaiman,2003,HarperTrophy,http://images.amazon.com/images/P/0380807343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380807343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380807343.01.LZZZZZZZ.jpg,Juvenile Fiction
0446613436,The Guardian,Nicholas Sparks,2004,Warner Books,http://images.amazon.com/images/P/0446613436.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446613436.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446613436.01.LZZZZZZZ.jpg,N/A
0440225825,Move to Strike,Perri O'Shaughnessy,2001,Island,http://images.amazon.com/images/P/0440225825.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440225825.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440225825.01.LZZZZZZZ.jpg,Fiction
0749309423,The Silence of the Lambs,Thomas Harris,1991,Mandarin,http://images.amazon.com/images/P/0749309423.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0749309423.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0749309423.01.LZZZZZZZ.jpg,Adventure stories
0425080021,Dune,Frank Herbert,1984,Berkley Publishing Group,http://images.amazon.com/images/P/0425080021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425080021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425080021.01.LZZZZZZZ.jpg,Dune (Imaginary place)
0140280464,My Year of Meats,Ruth L. Ozeki,1999,Penguin Books,http://images.amazon.com/images/P/0140280464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140280464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140280464.01.LZZZZZZZ.jpg,Fiction
0060977337,Downsize This! Random Threats from an Unarmed American,Michael Moore,1997,Perennial,http://images.amazon.com/images/P/0060977337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977337.01.LZZZZZZZ.jpg,Political Science
2253063339,Les Fourmis,Bernard Werber,2002,LGF,http://images.amazon.com/images/P/2253063339.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253063339.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253063339.01.LZZZZZZZ.jpg,N/A
0743237196,Fall on Your Knees,Ann-Marie MacDonald,2002,Simon & Schuster,http://images.amazon.com/images/P/0743237196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743237196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743237196.01.LZZZZZZZ.jpg,Fiction
0446364622,The Children of Men,P.D. James,1994,Warner Books,http://images.amazon.com/images/P/0446364622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364622.01.LZZZZZZZ.jpg,Fiction
0842345523,More Than a Carpenter,Josh McDowell,1987,Tyndale House Publishers,http://images.amazon.com/images/P/0842345523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842345523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842345523.01.LZZZZZZZ.jpg,Religion
0385335679,Kissing in Manhattan,DAVID SCHICKLER,2002,Delta,http://images.amazon.com/images/P/0385335679.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335679.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335679.01.LZZZZZZZ.jpg,Fiction
006053429X,Couldn't Keep It to Myself : Testimonies from Our Imprisoned Sisters,Wally Lamb,2003,Regan Books,http://images.amazon.com/images/P/006053429X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006053429X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006053429X.01.LZZZZZZZ.jpg,Language Arts & Disciplines
0671744623,The Heiress,Jude Deveraux,1995,Pocket,http://images.amazon.com/images/P/0671744623.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671744623.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671744623.01.LZZZZZZZ.jpg,Fiction
0743456378,The Killing Kind,John Connolly,2003,Pocket Star,http://images.amazon.com/images/P/0743456378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743456378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743456378.01.LZZZZZZZ.jpg,Fiction
0767905172,Jemima J.,Jane Green,2000,Broadway Books,http://images.amazon.com/images/P/0767905172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905172.01.LZZZZZZZ.jpg,Fiction
0553212923,Hamlet (Bantam Classics),William Shakespeare,1988,Bantam,http://images.amazon.com/images/P/0553212923.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553212923.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553212923.01.LZZZZZZZ.jpg,Drama
0688149111,The Best Laid Plans,Sidney Sheldon,1997,William Morrow & Company,http://images.amazon.com/images/P/0688149111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688149111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688149111.01.LZZZZZZZ.jpg,Fiction
0151002517,Blindness,Jose Saramago,1998,Harcourt,http://images.amazon.com/images/P/0151002517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151002517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151002517.01.LZZZZZZZ.jpg,Fiction
0451190548,The Green Mile: Coffey's Hands (Green Mile Series),Stephen King,1996,Signet Book,http://images.amazon.com/images/P/0451190548.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451190548.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451190548.01.LZZZZZZZ.jpg,Fiction
0345368932,All the Weyrs of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey,1992,Del Rey Books,http://images.amazon.com/images/P/0345368932.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345368932.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345368932.01.LZZZZZZZ.jpg,Fiction
0880381736,"Dragons of Autumn Twilight (Dragonlance Chronicles, Vol 1)",Margaret Weis,1990,TSR,http://images.amazon.com/images/P/0880381736.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0880381736.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0880381736.01.LZZZZZZZ.jpg,Dragons
0440221471,The Runaway Jury,JOHN GRISHAM,1997,Dell,http://images.amazon.com/images/P/0440221471.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221471.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221471.01.LZZZZZZZ.jpg,Fiction
0894803204,The Book of Questions,Gregory Stock,1987,Workman Publishing,http://images.amazon.com/images/P/0894803204.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894803204.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894803204.01.LZZZZZZZ.jpg,Self-Help
0385319959,Outlander,Diana Gabaldon,1998,Delta,http://images.amazon.com/images/P/0385319959.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385319959.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385319959.01.LZZZZZZZ.jpg,Fiction
0689817215,The View from Saturday (Jean Karl Books (Paperback)),E. L. Konigsburg,1998,Aladdin,http://images.amazon.com/images/P/0689817215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689817215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689817215.01.LZZZZZZZ.jpg,Juvenile Fiction
0316107352,Tales Too Ticklish to Tell: Bloom County,Berke Breathed,1988,Little Brown & Co,http://images.amazon.com/images/P/0316107352.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316107352.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316107352.01.LZZZZZZZ.jpg,Humor
0380759497,Xanth 15: The Color of Her Panties,Piers Anthony,1992,Eos,http://images.amazon.com/images/P/0380759497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380759497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380759497.01.LZZZZZZZ.jpg,Fiction
0060922249,Care of the Soul : A Guide for Cultivating Depth and Sacredness in Everyday Life,Thomas Moore,1994,Perennial,http://images.amazon.com/images/P/0060922249.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060922249.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060922249.01.LZZZZZZZ.jpg,Psychology
0385317093,Granny Dan,DANIELLE STEEL,1999,Delacorte Press,http://images.amazon.com/images/P/0385317093.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385317093.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385317093.01.LZZZZZZZ.jpg,Fiction
0380820846,Romancing Mister Bridgerton,Julia Quinn,2002,Avon,http://images.amazon.com/images/P/0380820846.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380820846.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380820846.01.LZZZZZZZ.jpg,Fiction
0449003981,A Patchwork Planet (Ballantine Reader's Circle),Anne Tyler,1999,Ballantine Books,http://images.amazon.com/images/P/0449003981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449003981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449003981.01.LZZZZZZZ.jpg,Fiction
0345350472,Blade Runner: (Do Androids Dream of Electric Sheep),Philip K. Dick,1990,Del Rey Books,http://images.amazon.com/images/P/0345350472.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345350472.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345350472.01.LZZZZZZZ.jpg,Fiction
0671011375,Death du Jour,Kathy Reichs,2000,Pocket,http://images.amazon.com/images/P/0671011375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671011375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671011375.01.LZZZZZZZ.jpg,Fiction
0786929502,"Dragons of a Vanished Moon (Dragonlance: War of Souls, Book 3)",Margaret Weis,2003,Wizards of the Coast,http://images.amazon.com/images/P/0786929502.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786929502.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786929502.01.LZZZZZZZ.jpg,Fiction
0671876422,Oath of Swords,David Weber,1995,Baen,http://images.amazon.com/images/P/0671876422.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671876422.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671876422.01.LZZZZZZZ.jpg,Fiction
0312966199,All Things Bright and Beautiful (All Things Bright & Beautiful),James Herriot,1998,St. Martin's Press,http://images.amazon.com/images/P/0312966199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966199.01.LZZZZZZZ.jpg,Biography & Autobiography
0441172660,Dune (Dune Chronicles (Berkley Paperback)),Frank Herbert,1987,Ace Books,http://images.amazon.com/images/P/0441172660.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441172660.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441172660.01.LZZZZZZZ.jpg,Dune (Imaginary place)
0943151317,Lenore: Wedgies,Roman Dirge,2000,SLG Publishing,http://images.amazon.com/images/P/0943151317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0943151317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0943151317.01.LZZZZZZZ.jpg,Comics & Graphic Novels
038000142X,The Cay,Theodore Taylor,1995,HarperTrophy,http://images.amazon.com/images/P/038000142X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038000142X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038000142X.01.LZZZZZZZ.jpg,Juvenile Fiction
0785282068,"I Remember Laura"": Laura Ingalls Wilder""",Stephen W. Hines,1994,Thomas Nelson Inc,http://images.amazon.com/images/P/0785282068.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785282068.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785282068.01.LZZZZZZZ.jpg,Fiction
0874779375,The Right to Write: An Invitation and Initiation into the Writing Life,Julia Cameron,1999,Putnam Publishing Group,http://images.amazon.com/images/P/0874779375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0874779375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0874779375.01.LZZZZZZZ.jpg,Self-Help
0671655973,METHUSELAH'S CHILDREN,Robert A. Heinlein,1986,Baen,http://images.amazon.com/images/P/0671655973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671655973.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671655973.01.LZZZZZZZ.jpg,Fiction
3522119401,Momo.,Michael Ende,1973,Thienemann Verlag,http://images.amazon.com/images/P/3522119401.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3522119401.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3522119401.01.LZZZZZZZ.jpg,German fiction
0553280503,"TANGLED WEB, A",L.M. MONTGOMERY,1989,Starfire,http://images.amazon.com/images/P/0553280503.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280503.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280503.01.LZZZZZZZ.jpg,Juvenile Fiction
0312283970,The Man Who Talks to Dogs: The Story of America's Wild Street Dogs and Their Unlikely Savior,Melinda Roth,2002,Thomas Dunne Books,http://images.amazon.com/images/P/0312283970.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312283970.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312283970.01.LZZZZZZZ.jpg,Pets
0440322278,18 Best Stories by Edgar Allan Poe,Edgar Allan Poe,1983,Dell Publishing Company,http://images.amazon.com/images/P/0440322278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440322278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440322278.01.LZZZZZZZ.jpg,Fiction
0385480318,And This Too Shall Pass: A Novel,E. Lynn Harris,1997,Anchor,http://images.amazon.com/images/P/0385480318.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385480318.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385480318.01.LZZZZZZZ.jpg,Fiction
0395746566,Sector 7 (Caldecott Honor Book),David Wiesner,1999,Clarion Books,http://images.amazon.com/images/P/0395746566.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395746566.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395746566.01.LZZZZZZZ.jpg,Juvenile Fiction
0439313899,Conversations with God for Teens,Neale Donald Walsch,2002,Scholastic,http://images.amazon.com/images/P/0439313899.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439313899.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439313899.01.LZZZZZZZ.jpg,Juvenile Nonfiction
847888646X,Harry Potter y el cÃ¡liz de fuego,J. K. Rowling,2001,Lectorum Publications,http://images.amazon.com/images/P/847888646X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/847888646X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/847888646X.01.LZZZZZZZ.jpg,N/A
0307203115,My First Counting Book (The Little Golden Treasures Series),Lilian Moore,1998,Golden Books,http://images.amazon.com/images/P/0307203115.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307203115.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307203115.01.LZZZZZZZ.jpg,Juvenile Nonfiction
0590629719,Clifford's Sports Day,Norman Bridwell,1996,Scholastic,http://images.amazon.com/images/P/0590629719.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590629719.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590629719.01.LZZZZZZZ.jpg,Juvenile Fiction
1580050514,Breeder: Real-Life Stories from the New Generation of Mothers,Ariel Gore,2001,Seal Press (WA),http://images.amazon.com/images/P/1580050514.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1580050514.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1580050514.01.LZZZZZZZ.jpg,Family & Relationships
0595160328,The Good American: A Novel Based On True Events,Ursula Maria Mandel,2001,Writers Club Press,http://images.amazon.com/images/P/0595160328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0595160328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0595160328.01.LZZZZZZZ.jpg,N/A
0671722948,TWELFTH NIGHT,William Shakespeare,1993,Washington Square Press,http://images.amazon.com/images/P/0671722948.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671722948.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671722948.01.LZZZZZZZ.jpg,Drama
0763623296,Dr. Ernest Drake's Dragonology: The Complete Book of Dragons,Ernest Drake,2003,Candlewick Press (MA),http://images.amazon.com/images/P/0763623296.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0763623296.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0763623296.01.LZZZZZZZ.jpg,Juvenile Nonfiction
0060256575,The Missing Piece Meets the Big O,Shel Silverstein,1981,HarperCollins,http://images.amazon.com/images/P/0060256575.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060256575.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060256575.01.LZZZZZZZ.jpg,Juvenile Fiction
0373484461,"Long, Tall Texans (Calhoun, Justin, and Tyler)",Diana Palmer,2001,Silhouette,http://images.amazon.com/images/P/0373484461.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484461.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484461.01.LZZZZZZZ.jpg,Fiction
8472234320,Malena Es UN Nombre De Tango (Andanzas),Almudena Grandes,2002,Tusquets,http://images.amazon.com/images/P/8472234320.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8472234320.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8472234320.01.LZZZZZZZ.jpg,Fiction
0821758578,The King's Pleasure (Zebra Books),Shannon Drake,1998,Zebra Books (Mass Market),http://images.amazon.com/images/P/0821758578.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821758578.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821758578.01.LZZZZZZZ.jpg,Fiction
0449904962,Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,1990,Ballantine Books,http://images.amazon.com/images/P/0449904962.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449904962.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449904962.01.LZZZZZZZ.jpg,History
8466606211,"Criptonomicom 1, Spanish Edition",Neal Stephenson,2002,Ediciones B,http://images.amazon.com/images/P/8466606211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8466606211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8466606211.01.LZZZZZZZ.jpg,Fiction
